Date,USEquity,Europe,EmergMarkets,GovBonds,CorpBonds
2018-01-02,224.65,116.23,43.05,180.38,96.37
2018-01-03,226.09,117.0,43.47,180.8,96.63
2018-01-04,227.0,118.96,43.68,180.11,96.32
2018-01-05,228.6,120.25,44.06,180.3,96.54
2018-01-08,228.98,120.55,44.06,181.04,97.01
2018-01-09,229.27,120.76,43.99,181.4,97.13
2018-01-10,229.02,120.33,43.71,180.94,96.48
2018-01-11,230.63,119.84,43.98,179.26,96.19
2018-01-12,232.19,120.42,44.4,178.69,95.7
2018-01-16,231.37,120.73,44.23,178.05,95.11
2018-01-17,233.55,120.43,44.81,178.03,94.9
2018-01-18,233.17,120.7,44.87,177.78,94.4
2018-01-19,234.19,121.64,45.23,177.84,94.21
2018-01-22,236.08,122.18,45.49,177.73,94.09
2018-01-23,236.59,122.41,45.71,177.7,93.99
2018-01-24,236.46,121.44,46.09,177.02,93.06
2018-01-25,236.6,121.0,46.07,176.05,92.51
2018-01-26,239.41,121.58,46.7,176.74,93.13
2018-01-29,237.79,121.43,46.0,176.8,93.43
2018-01-30,235.2,120.22,45.37,176.5,93.14
2018-01-31,235.32,120.31,45.76,175.85,92.65
2018-02-01,235.16,119.25,45.14,175.4,92.52
2018-02-02,230.18,117.44,43.99,174.75,91.92
2018-02-05,220.74,115.96,42.44,175.1,91.85
2018-02-06,224.59,113.16,43.83,176.44,92.47
2018-02-07,223.47,115.15,42.44,176.94,93.14
2018-02-08,215.08,112.58,40.97,177.0,92.71
2018-02-09,218.3,110.87,41.63,177.3,92.4
2018-02-12,221.33,112.28,42.28,176.92,92.17
2018-02-13,221.91,111.36,42.61,176.48,91.2
2018-02-14,224.89,112.33,43.67,176.07,90.69
2018-02-15,227.6,112.99,44.57,175.6,90.44
2018-02-16,227.68,114.23,44.43,176.57,91.14
2018-02-20,226.36,114.5,43.82,176.65,91.45
2018-02-21,225.11,114.34,43.78,176.92,91.6
2018-02-22,225.33,114.4,43.81,177.1,91.47
2018-02-23,228.94,114.72,44.59,177.87,91.64
2018-02-26,231.63,115.44,45.0,177.53,92.0
2018-02-27,228.69,115.27,43.69,177.77,91.94
2018-02-28,226.15,114.63,43.06,178.55,92.27
2018-03-01,223.14,113.31,42.98,178.79,92.13
2018-03-02,224.27,110.82,43.16,178.05,91.13
2018-03-05,226.74,111.84,43.23,177.76,91.07
2018-03-06,227.34,111.93,43.63,176.99,90.83
2018-03-07,227.23,112.58,43.67,177.13,90.68
2018-03-08,228.25,113.78,43.68,177.99,91.33
2018-03-09,232.21,114.02,44.62,177.47,91.08
2018-03-12,231.92,114.32,44.72,177.85,91.07
2018-03-13,230.44,113.25,44.32,177.23,90.55
2018-03-14,229.12,113.03,44.39,177.88,90.94
2018-03-15,228.94,113.8,44.23,178.57,90.64
2018-03-16,229.33,114.58,44.13,178.9,90.89
2018-03-19,226.08,113.16,43.66,178.78,90.6
2018-03-20,226.41,113.74,44.14,179.01,90.7
2018-03-21,225.99,113.37,44.4,178.92,90.4
2018-03-22,220.31,111.61,42.92,179.39,90.27
2018-03-23,215.69,109.94,42.05,179.36,90.0
2018-03-26,221.55,109.29,43.41,178.49,89.43
2018-03-27,217.72,110.56,42.62,178.6,89.86
2018-03-28,217.08,111.04,42.41,179.32,90.74
2018-03-29,220.07,112.05,43.3,179.84,91.39
2018-04-02,215.16,,42.52,,
2018-04-03,217.87,111.56,42.94,179.94,91.35
2018-04-04,220.39,111.35,42.96,179.68,91.06
2018-04-05,221.9,114.33,43.06,179.58,91.64
2018-04-06,217.04,113.6,42.22,179.6,91.63
2018-04-09,217.76,113.83,42.27,179.05,91.19
2018-04-10,221.41,114.63,43.09,178.8,91.3
2018-04-11,220.18,113.99,43.11,178.81,91.06
2018-04-12,222.0,114.8,43.09,178.94,91.3
2018-04-13,221.36,114.93,42.66,178.9,91.29
2018-04-16,223.15,114.7,42.71,178.48,90.8
2018-04-17,225.53,115.93,42.8,178.9,91.07
2018-04-18,225.72,116.36,43.17,178.39,90.7
2018-04-19,224.43,116.22,42.92,177.96,90.14
2018-04-20,222.51,116.47,42.38,178.5,90.63
2018-04-23,222.52,117.1,42.04,178.27,90.71
2018-04-24,219.55,117.03,41.84,178.04,90.66
2018-04-25,219.95,116.19,41.52,178.16,90.52
2018-04-26,222.24,116.87,42.12,179.34,91.3
2018-04-27,222.49,117.29,42.38,179.53,91.59
2018-04-30,220.67,117.88,42.08,179.82,91.87
2018-05-01,221.23,,41.87,,
2018-05-02,219.64,118.46,41.54,180.44,92.23
2018-05-03,219.14,117.64,41.45,181.32,92.47
2018-05-04,221.95,118.35,41.64,181.22,92.47
2018-05-07,222.72,118.81,41.4,181.5,92.68
2018-05-08,222.66,118.6,41.63,181.67,92.8
2018-05-09,224.82,118.99,41.71,181.61,92.95
2018-05-10,226.92,,42.58,181.17,93.07
2018-05-11,227.31,118.85,42.51,180.94,93.03
2018-05-14,227.51,118.86,42.56,180.26,92.66
2018-05-15,225.95,118.81,41.68,180.67,92.9
2018-05-16,226.87,118.76,42.31,181.32,93.18
2018-05-17,226.68,119.74,41.66,180.94,93.07
2018-05-18,226.08,119.13,41.32,181.43,93.44
2018-05-21,227.75,,41.57,181.43,93.44
2018-05-22,227.04,119.58,41.71,180.89,93.32
2018-05-23,227.77,118.06,41.69,182.49,94.33
2018-05-24,227.31,117.39,41.47,182.98,94.51
2018-05-25,226.78,117.18,41.64,183.9,95.15
2018-05-29,224.16,114.27,40.67,185.21,96.6
2018-05-30,227.0,114.71,40.99,183.97,95.31
2018-05-31,225.44,113.55,40.97,184.54,95.53
2018-06-01,227.89,115.12,41.55,183.83,95.31
2018-06-04,228.91,115.65,41.97,183.48,95.02
2018-06-05,229.07,115.23,41.65,183.49,95.12
2018-06-06,231.03,115.36,42.27,181.59,93.83
2018-06-07,230.86,115.33,41.63,180.86,93.45
2018-06-08,231.59,114.91,41.55,181.96,94.15
2018-06-11,231.83,116.01,41.55,181.33,93.67
2018-06-12,232.24,115.85,41.44,181.28,93.76
2018-06-13,231.3,115.99,41.16,181.71,93.99
2018-06-14,231.87,117.57,40.88,183.51,94.42
2018-06-15,231.64,116.83,40.56,183.97,94.7
2018-06-18,231.15,115.55,40.07,184.25,94.39
2018-06-19,230.22,114.51,39.63,184.82,94.76
2018-06-20,230.61,114.65,39.8,184.69,94.62
2018-06-21,229.15,113.45,39.24,184.2,94.07
2018-06-22,229.57,114.72,39.64,183.94,93.77
2018-06-25,226.42,112.31,39.11,183.48,93.41
2018-06-26,226.92,112.29,38.96,183.4,93.58
2018-06-27,224.97,113.24,38.21,184.51,94.63
2018-06-28,226.36,112.18,38.53,184.72,94.62
2018-06-29,226.53,113.19,39.11,183.77,94.17
2018-07-02,227.23,112.41,38.72,184.57,94.56
2018-07-03,226.1,113.54,38.75,184.27,94.55
2018-07-05,228.05,114.7,38.65,183.89,94.31
2018-07-06,229.99,114.95,39.18,183.28,94.17
2018-07-09,232.01,115.35,39.89,183.08,94.18
2018-07-10,232.82,115.78,39.8,182.99,94.37
2018-07-11,231.17,114.08,39.02,182.99,94.44
2018-07-12,233.19,114.85,39.55,182.1,94.97
2018-07-13,233.44,115.15,39.58,182.46,95.31
2018-07-16,233.2,114.97,39.36,181.84,94.81
2018-07-17,234.13,115.25,39.65,182.02,94.91
2018-07-18,234.64,116.17,39.61,182.5,95.34
2018-07-19,233.71,115.72,39.12,182.93,95.67
2018-07-20,233.49,115.33,39.68,181.86,94.5
2018-07-23,233.91,115.14,39.42,181.53,94.16
2018-07-24,235.03,116.11,40.0,181.44,94.49
2018-07-25,237.17,115.61,40.65,182.09,95.1
2018-07-26,236.45,116.98,40.19,181.92,95.07
2018-07-27,234.9,117.57,40.34,181.97,95.36
2018-07-30,233.55,117.08,40.28,180.99,94.62
2018-07-31,234.69,117.52,40.49,181.04,95.06
2018-08-01,234.45,,40.13,180.9,95.08
2018-08-02,235.6,115.64,39.6,181.53,95.44
2018-08-03,236.7,116.08,39.91,182.08,95.9
2018-08-06,237.53,116.11,39.6,182.58,96.43
2018-08-07,238.2,116.81,40.01,182.16,96.01
2018-08-08,238.14,116.45,39.95,181.96,95.59
2018-08-09,237.8,116.47,39.83,182.52,95.92
2018-08-10,236.11,114.21,38.99,184.84,97.37
2018-08-13,235.16,113.66,38.34,184.78,97.4
2018-08-14,236.66,113.65,38.58,185.31,98.01
2018-08-15,234.86,111.97,37.47,185.93,98.41
2018-08-16,236.72,112.59,37.7,184.98,97.88
2018-08-17,237.51,112.43,38.1,184.99,97.91
2018-08-20,238.09,113.12,38.27,184.92,98.0
2018-08-21,238.58,113.72,38.76,183.88,97.09
2018-08-22,238.49,114.01,39.07,183.03,96.43
2018-08-23,238.08,113.98,38.43,182.96,96.54
2018-08-24,239.56,114.25,39.15,182.27,96.2
2018-08-27,241.39,115.2,39.71,181.62,95.79
2018-08-28,241.46,114.92,39.56,181.01,95.36
2018-08-29,242.84,115.2,39.81,180.85,95.25
2018-08-30,241.76,114.37,38.77,181.69,95.64
2018-08-31,241.79,113.1,38.97,182.46,96.17
2018-09-04,241.39,111.98,38.21,182.52,95.94
2018-09-05,240.72,110.52,37.66,182.04,95.56
2018-09-06,239.84,109.86,37.69,182.43,95.85
2018-09-07,239.31,109.78,37.5,182.49,95.72
2018-09-10,239.76,110.31,37.13,182.39,95.75
2018-09-11,240.66,110.39,37.22,182.19,95.73
2018-09-12,240.74,110.89,37.41,181.75,95.5
2018-09-13,242.01,111.12,37.91,181.16,94.62
2018-09-14,242.08,111.49,37.88,180.9,94.5
2018-09-17,240.73,111.54,37.53,180.82,94.41
2018-09-18,242.03,111.95,37.89,180.57,93.96
2018-09-19,242.33,112.29,38.42,180.28,93.73
2018-09-20,244.23,113.44,38.84,179.62,93.64
2018-09-21,244.14,114.36,39.02,179.48,93.61
2018-09-24,243.28,113.68,38.58,178.87,93.13
2018-09-25,242.96,113.99,38.73,178.74,93.04
2018-09-26,242.16,114.44,38.81,179.1,93.37
2018-09-27,242.83,114.99,39.0,180.02,94.28
2018-09-28,242.83,113.31,38.74,180.32,94.73
2018-10-01,243.72,113.81,38.75,180.37,95.21
2018-10-02,243.62,112.97,38.26,180.75,95.32
2018-10-03,243.79,113.52,37.95,,
2018-10-04,241.8,112.5,37.0,180.12,94.51
2018-10-05,240.46,111.52,36.86,180.06,94.49
2018-10-08,240.37,110.32,36.92,180.56,94.65
2018-10-09,240.03,110.73,36.78,180.69,94.64
2018-10-10,232.14,108.9,35.69,180.24,94.08
2018-10-11,227.36,106.97,35.33,180.3,94.01
2018-10-12,230.59,106.48,36.37,180.38,94.11
2018-10-15,229.23,107.01,35.98,180.31,93.88
2018-10-16,234.16,108.58,36.88,180.3,93.88
2018-10-17,234.1,108.1,36.43,180.89,94.32
2018-10-18,230.73,107.05,35.47,181.06,94.41
2018-10-19,230.65,107.03,35.81,181.14,94.25
2018-10-22,229.66,106.34,36.2,181.25,94.4
2018-10-23,228.39,104.7,35.8,181.67,94.42
2018-10-24,221.34,104.34,34.64,182.72,95.28
2018-10-25,225.46,105.48,35.31,182.9,95.23
2018-10-26,221.56,104.5,34.91,183.64,95.35
2018-10-29,220.1,105.16,34.3,183.31,95.23
2018-10-30,223.55,104.9,34.97,183.2,95.14
2018-10-31,225.98,106.58,35.35,183.5,95.43
2018-11-01,228.36,106.81,36.61,182.98,94.76
2018-11-02,226.92,107.15,36.85,182.61,94.67
2018-11-05,228.19,107.25,36.95,182.43,94.58
2018-11-06,229.62,106.91,36.88,182.06,94.61
2018-11-07,234.49,108.21,37.58,181.67,94.7
2018-11-08,233.9,107.92,36.6,181.65,94.87
2018-11-09,231.75,107.65,35.93,182.85,95.46
2018-11-12,227.18,106.47,35.42,184.14,96.19
2018-11-13,226.85,107.49,35.83,183.56,95.68
2018-11-14,225.13,106.85,36.04,183.43,95.2
2018-11-15,227.52,106.34,36.85,183.68,94.85
2018-11-16,228.02,106.02,36.92,182.87,94.25
2018-11-19,224.23,105.34,36.42,182.43,93.82
2018-11-20,220.16,103.87,35.64,183.16,94.19
2018-11-21,220.83,105.13,36.3,182.91,94.33
2018-11-23,219.38,104.57,35.87,184.06,94.93
2018-11-26,222.79,105.76,36.31,183.79,95.01
2018-11-27,223.51,105.55,36.57,184.22,95.24
2018-11-28,228.65,105.61,37.44,184.24,95.13
2018-11-29,228.15,105.81,37.12,183.74,94.53
2018-11-30,230.01,105.77,37.08,184.18,94.78
2018-12-03,232.53,107.17,37.83,184.03,94.92
2018-12-04,225.01,106.31,37.03,184.82,95.19
2018-12-06,224.66,101.53,36.68,185.6,95.11
2018-12-07,219.42,101.95,36.0,184.86,94.94
2018-12-10,219.81,100.57,35.62,185.45,95.36
2018-12-11,219.73,101.84,35.89,185.63,96.12
2018-12-12,220.92,103.6,36.48,185.16,95.85
2018-12-13,220.88,103.74,36.47,184.88,95.15
2018-12-14,216.66,103.09,35.95,186.05,95.7
2018-12-17,212.16,102.12,35.62,185.8,95.26
2018-12-18,212.18,101.34,35.86,185.96,95.34
2018-12-19,208.91,101.71,35.26,185.74,95.38
2018-12-20,205.62,100.0,35.54,186.22,94.85
2018-12-21,201.39,100.02,35.29,186.22,94.63
2018-12-24,195.93,,34.96,,
2018-12-26,205.64,,35.66,,
2018-12-27,207.4,97.91,35.61,186.79,94.65
2018-12-28,207.14,99.55,35.95,186.34,94.08
2018-12-31,208.9,,35.79,,
2019-01-02,209.17,,35.88,188.61,95.68
2019-01-03,203.99,98.49,35.23,189.17,95.36
2019-01-04,210.99,101.4,36.36,188.39,95.09
2019-01-07,212.47,101.12,36.45,187.63,94.83
2019-01-08,214.53,101.83,36.58,187.38,95.18
2019-01-09,215.41,102.34,37.23,186.52,94.79
2019-01-10,216.39,102.52,37.5,186.78,94.82
2019-01-11,216.36,102.33,37.32,187.59,95.1
2019-01-14,215.22,101.84,37.01,187.58,95.14
2019-01-15,217.53,102.27,37.26,188.32,95.6
2019-01-16,218.01,102.57,37.72,188.23,95.82
2019-01-17,219.66,102.31,37.89,187.21,96.05
2019-01-18,222.56,104.5,38.07,186.9,96.55
2019-01-22,219.41,103.76,37.41,187.48,96.77
2019-01-23,219.89,103.74,37.79,187.2,96.78
2019-01-24,220.19,104.21,38.16,188.22,97.3
2019-01-25,222.06,105.44,38.66,187.39,96.84
2019-01-28,220.32,104.58,38.26,187.2,96.53
2019-01-29,220.0,105.11,38.32,187.34,96.85
2019-01-30,223.42,105.39,39.16,187.39,96.96
2019-01-31,225.34,105.31,39.49,187.93,97.7
2019-02-01,225.54,105.7,39.18,186.9,97.31
2019-02-04,227.07,105.51,39.24,187.12,97.52
2019-02-05,228.14,107.17,39.78,187.48,98.42
2019-02-06,227.63,107.09,39.24,187.86,98.44
2019-02-07,225.5,105.03,38.85,188.45,98.33
2019-02-08,225.66,104.52,38.63,189.09,98.92
2019-02-11,225.82,105.52,38.5,189.03,99.19
2019-02-12,228.73,106.36,38.82,188.53,98.88
2019-02-13,229.42,106.75,38.54,188.65,99.08
2019-02-14,228.81,106.09,38.62,188.96,99.14
2019-02-15,231.3,108.04,38.56,189.28,99.31
2019-02-19,231.65,107.98,38.87,188.8,98.93
2019-02-20,232.06,108.65,39.09,188.3,98.47
2019-02-21,231.24,108.79,39.0,188.46,98.53
2019-02-22,232.72,109.02,39.43,188.58,98.83
2019-02-25,233.01,109.33,39.87,188.34,98.76
2019-02-26,232.82,109.64,39.74,188.45,98.78
2019-02-27,232.7,109.43,39.4,187.9,98.46
2019-02-28,232.04,109.94,38.88,187.17,98.28
2019-03-01,233.64,110.4,38.93,187.01,98.22
2019-03-04,232.73,110.57,38.98,187.88,98.89
2019-03-05,232.47,110.91,39.37,187.95,98.99
2019-03-06,230.95,110.82,39.15,188.44,99.03
2019-03-07,229.08,110.3,38.43,190.24,99.99
2019-03-08,228.59,109.45,38.15,190.1,99.84
2019-03-11,231.94,110.15,38.87,190.22,100.12
2019-03-12,232.63,110.13,39.07,189.61,99.86
2019-03-13,234.24,110.78,39.11,189.72,99.77
2019-03-14,234.04,111.4,38.9,189.4,98.68
2019-03-15,235.21,112.87,39.47,189.46,98.78
2019-03-18,236.08,112.93,39.91,189.35,98.82
2019-03-19,236.05,113.63,39.93,189.26,98.54
2019-03-20,235.35,112.41,39.99,189.08,98.52
2019-03-21,237.91,112.25,40.05,189.94,99.42
